IDCREDITO,Duracao,HISTORICO,PROPOSITO,Valor,INVESTIMENTOS,EMPREGO,TempoParcelamento,ESTADOCIVIL,FIADOR,ResidenciaDesde,Idade,OUTROSFINANCIAMENTOS,HABITACAO,EmprestimoExistente,PROFISSAO,Dependentes,SocioEmpresa,Estrangeiro,Status
939,60,existentes/pagos,educacao,6288,"<100
",1<=X<4,4,masculino solteiro,nao,4,42,nenhum,de graca,1,qualificado,1,0,0,0
940,24,Critico-outros creditos,veiculo usado,6842,"Desconhecido
",1<=X<4,2,masculino solteiro,nao,4,46,nenhum,proria,2,altamente qualificado/empresario,2,1,0,1
941,12,existentes/pagos,veiculo novo,3527,"Desconhecido
",<1,2,masculino solteiro,nao,3,45,nenhum,proria,1,altamente qualificado/empresario,2,1,0,1
942,10,existentes/pagos,veiculo novo,1546,"<100
",1<=X<4,3,masculino solteiro,nao,2,31,nenhum,proria,1,nao qualificado,2,0,1,1
943,24,existentes/pagos,moveis,929,"Desconhecido
",4<=X<7,4,masculino solteiro,nao,2,31,loja,proria,1,qualificado,1,1,0,1
944,4,Critico-outros creditos,veiculo novo,1455,"<100
",4<=X<7,2,masculino solteiro,nao,1,42,nenhum,proria,3,nao qualificado,2,0,0,1
946,48,sem creditos/todos pagos,veiculo novo,8358,500<=X<1000,<1,1,feminino div/dep/cas,nao,1,30,nenhum,proria,2,qualificado,1,0,0,1
947,24,todos pagos,moveis,3349,500<=X<1000,<1,4,masculino solteiro,nao,4,30,nenhum,de graca,1,qualificado,2,1,0,0
948,12,existentes/pagos,veiculo novo,2859,"Desconhecido
",Desempregado,4,masculino solteiro,nao,4,38,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
949,18,existentes/pagos,moveis,1533,"<100
",<1,4,masculino cas/viu,co requerente,1,43,nenhum,proria,1,nao qualificado,2,0,0,0
950,24,existentes/pagos,reforma,3621,100<=X<500,>=7,2,masculino solteiro,nao,4,31,nenhum,proria,2,qualificado,1,0,0,0
951,18,Critico-outros creditos,abrir negocio,3590,"<100
",Desempregado,3,masculino cas/viu,nao,3,40,nenhum,proria,3,desempregado,2,1,0,1
952,36,Atrasos anteriores,abrir negocio,2145,"<100
",4<=X<7,2,masculino solteiro,nao,1,24,nenhum,proria,2,qualificado,1,1,0,0
953,24,existentes/pagos,veiculo usado,4113,500<=X<1000,<1,3,feminino div/dep/cas,nao,4,28,nenhum,alugada,1,qualificado,1,0,0,0
954,36,existentes/pagos,moveis,10974,"<100
",Desempregado,4,feminino div/dep/cas,nao,2,26,nenhum,proria,2,altamente qualificado/empresario,1,1,0,0
955,12,existentes/pagos,veiculo novo,1893,"<100
",1<=X<4,4,feminino div/dep/cas,sim,4,29,nenhum,proria,1,qualificado,1,1,0,1
956,24,Critico-outros creditos,reforma,1231,>=1000,>=7,4,feminino div/dep/cas,nao,4,57,nenhum,alugada,2,altamente qualificado/empresario,1,1,0,1
957,30,Critico-outros creditos,reforma,3656,"Desconhecido
",>=7,4,masculino solteiro,nao,4,49,loja,proria,2,nao qualificado,1,0,0,1
958,9,Critico-outros creditos,reforma,1154,"<100
",>=7,2,masculino solteiro,nao,4,37,nenhum,proria,3,nao qualificado,1,0,0,1
959,28,existentes/pagos,veiculo novo,4006,"<100
",1<=X<4,3,masculino solteiro,nao,2,45,nenhum,proria,1,nao qualificado,1,0,0,0
961,6,Critico-outros creditos,reforma,1740,"<100
",>=7,2,masculino cas/viu,nao,2,30,nenhum,alugada,2,qualificado,1,0,0,1
962,21,Atrasos anteriores,veiculo novo,2353,"<100
",1<=X<4,1,maculino div/dep,nao,4,47,nenhum,proria,2,qualificado,1,0,0,1
963,15,existentes/pagos,veiculo novo,3556,"Desconhecido
",1<=X<4,3,masculino solteiro,nao,2,29,nenhum,proria,1,qualificado,1,0,0,1
964,24,existentes/pagos,reforma,2397,500<=X<1000,>=7,3,masculino solteiro,nao,2,35,banco,proria,2,qualificado,1,1,0,0
965,6,existentes/pagos,reforma casa,454,"<100
",<1,3,masculino cas/viu,nao,1,22,nenhum,proria,1,nao qualificado,1,0,0,1
966,30,existentes/pagos,reforma,1715,"Desconhecido
",1<=X<4,4,feminino div/dep/cas,nao,1,26,nenhum,proria,1,qualificado,1,0,0,1
967,27,Critico-outros creditos,reforma,2520,500<=X<1000,1<=X<4,4,masculino solteiro,nao,2,23,nenhum,proria,2,nao qualificado,1,0,0,0
968,15,existentes/pagos,reforma,3568,"<100
",>=7,4,feminino div/dep/cas,nao,2,54,banco,alugada,1,altamente qualificado/empresario,1,1,0,1
969,42,existentes/pagos,reforma,7166,"Desconhecido
",4<=X<7,2,masculino cas/viu,nao,4,29,nenhum,alugada,1,qualificado,1,1,0,1
970,11,Critico-outros creditos,veiculo novo,3939,"<100
",1<=X<4,1,masculino solteiro,nao,2,40,nenhum,proria,2,nao qualificado,2,0,0,1
971,15,existentes/pagos,reforma casa,1514,100<=X<500,1<=X<4,4,masculino solteiro,sim,2,22,nenhum,proria,1,qualificado,1,0,0,1
972,24,existentes/pagos,veiculo novo,7393,"<100
",1<=X<4,1,masculino solteiro,nao,4,43,nenhum,proria,1,nao qualificado,2,0,0,1
973,24,todos pagos,veiculo novo,1193,"<100
",Desempregado,1,feminino div/dep/cas,co requerente,4,29,nenhum,alugada,2,desempregado,1,0,0,0
974,60,existentes/pagos,abrir negocio,7297,"<100
",>=7,4,masculino solteiro,co requerente,4,36,nenhum,alugada,1,qualificado,1,0,0,0
975,30,Critico-outros creditos,reforma,2831,"<100
",1<=X<4,4,feminino div/dep/cas,nao,2,33,nenhum,proria,1,qualificado,1,1,0,1
977,6,existentes/pagos,reforma,753,"<100
",1<=X<4,2,feminino div/dep/cas,sim,3,64,nenhum,proria,1,qualificado,1,0,0,1
978,18,Atrasos anteriores,abrir negocio,2427,"Desconhecido
",>=7,4,masculino solteiro,nao,2,42,nenhum,proria,2,qualificado,1,0,0,1
979,24,Atrasos anteriores,veiculo novo,2538,"<100
",>=7,4,masculino solteiro,nao,4,47,nenhum,proria,2,nao qualificado,2,0,0,0
980,15,todos pagos,veiculo novo,1264,100<=X<500,1<=X<4,2,masculino cas/viu,nao,2,25,nenhum,alugada,1,qualificado,1,0,0,0
945,15,existentes/pagos,moveis,1845,"<100
",<1,4,feminino div/dep/cas,sim,1,46,nenhum,NULL,1,qualificado,1,0,0,1
976,24,existentes/pagos,reforma,1258,500<=X<1000,1<=X<4,3,feminino div/dep/cas,nao,3,57,nenhum,proria,1,NULL,1,0,0,1
981,30,Critico-outros creditos,moveis,8386,"<100
",4<=X<7,2,masculino solteiro,nao,2,49,nenhum,proria,1,qualificado,1,0,0,0
982,48,existentes/pagos,abrir negocio,4844,"<100
",Desempregado,3,masculino solteiro,nao,2,33,banco,alugada,1,altamente qualificado/empresario,1,1,0,0
983,21,existentes/pagos,veiculo novo,2923,100<=X<500,1<=X<4,1,feminino div/dep/cas,nao,1,28,banco,proria,1,altamente qualificado/empresario,1,1,0,1
984,36,existentes/pagos,veiculo usado,8229,"<100
",1<=X<4,2,masculino solteiro,nao,2,26,nenhum,proria,1,qualificado,2,0,0,0
985,24,Critico-outros creditos,moveis,2028,"<100
",4<=X<7,2,masculino solteiro,nao,2,30,nenhum,proria,2,nao qualificado,1,0,0,1
986,15,Critico-outros creditos,moveis,1433,"<100
",1<=X<4,4,feminino div/dep/cas,nao,3,25,nenhum,alugada,2,qualificado,1,0,0,1
987,42,sem creditos/todos pagos,abrir negocio,6289,"<100
",<1,2,maculino div/dep,nao,1,33,nenhum,proria,2,qualificado,1,0,0,1
988,13,existentes/pagos,reforma,1409,100<=X<500,Desempregado,2,feminino div/dep/cas,nao,4,64,nenhum,proria,1,qualificado,1,0,0,1
989,24,existentes/pagos,veiculo usado,6579,"<100
",Desempregado,4,masculino solteiro,nao,2,29,nenhum,de graca,1,altamente qualificado/empresario,1,1,0,1
990,24,Critico-outros creditos,reforma,1743,"<100
",>=7,4,masculino solteiro,nao,2,48,nenhum,proria,2,nao qualificado,1,0,0,1
991,12,Critico-outros creditos,educacao,3565,"Desconhecido
",<1,2,masculino solteiro,nao,1,37,nenhum,proria,2,nao qualificado,2,0,0,1
992,15,todos pagos,reforma,1569,100<=X<500,>=7,4,masculino solteiro,nao,4,34,banco,proria,1,nao qualificado,2,0,0,1
993,18,existentes/pagos,reforma,1936,"Desconhecido
",4<=X<7,2,masculino cas/viu,nao,4,23,nenhum,alugada,2,nao qualificado,1,0,0,1
994,36,existentes/pagos,moveis,3959,"<100
",Desempregado,4,masculino solteiro,nao,3,30,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
995,12,existentes/pagos,veiculo novo,2390,"Desconhecido
",>=7,4,masculino solteiro,nao,3,50,nenhum,proria,1,qualificado,1,1,0,1
996,12,existentes/pagos,moveis,1736,"<100
",4<=X<7,3,feminino div/dep/cas,nao,4,31,nenhum,proria,1,nao qualificado,1,0,0,1
997,30,existentes/pagos,veiculo usado,3857,"<100
",1<=X<4,4,maculino div/dep,nao,4,40,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
998,12,existentes/pagos,reforma,804,"<100
",>=7,4,masculino solteiro,nao,4,38,nenhum,proria,1,qualificado,1,0,0,1
999,45,existentes/pagos,reforma,1845,"<100
",1<=X<4,4,masculino solteiro,nao,4,23,nenhum,de graca,1,qualificado,1,1,0,0
1000,45,Critico-outros creditos,veiculo usado,4576,100<=X<500,Desempregado,3,masculino solteiro,nao,4,27,nenhum,proria,1,qualificado,1,0,0,1
15,15,existentes/pagos,veiculo novo,1403,"<100
",1<=X<4,2,feminino div/dep/cas,nao,NULL,28,nenhum,alugada,1,qualificado,1,0,0,1
200,18,Atrasos anteriores,moveis,4297,"<100
",>=7,4,maculino div/dep,nao,NULL,40,nenhum,proria,1,altamente qualificado/empresario,1,1,0,0
75,36,existentes/pagos,educacao,1977,"Desconhecido
",>=7,4,masculino solteiro,nao,NULL,40,nenhum,proria,1,altamente qualificado/empresario,1,1,0,0
350,9,Critico-outros creditos,educacao,1136,>=1000,>=7,4,masculino solteiro,nao,NULL,32,nenhum,de graca,2,qualificado,2,0,0,0
650,12,existentes/pagos,educacao,684,"<100
",1<=X<4,4,masculino solteiro,nao,NULL,40,nenhum,alugada,1,nao qualificado,2,0,0,0
960,24,existentes/pagos,moveis,3069,100<=X<500,NULL,4,masculino solteiro,nao,NULL,30,nenhum,de graca,1,qualificado,1,0,0,1
56,6,todos pagos,veiculo novo,783,"Desconhecido
",NULL,1,masculino solteiro,sim,2,26,loja,proria,1,nao qualificado,2,0,0,1
270,24,existentes/pagos,reforma,999,"Desconhecido
",NULL,4,masculino solteiro,nao,2,25,nenhum,proria,2,qualificado,1,0,0,1
896,36,Atrasos anteriores,veiculo usado,8947,"Desconhecido
",NULL,3,masculino solteiro,nao,2,31,loja,proria,1,altamente qualificado/empresario,2,1,0,1
199,24,existentes/pagos,veiculo usado,2760,"Desconhecido
",NULL,4,masculino solteiro,nao,4,36,banco,NULL,1,qualificado,1,1,0,1
356,24,existentes/pagos,veiculo novo,1246,"<100
",<1,4,masculino solteiro,nao,2,23,loja,NULL,1,nao qualificado,1,0,0,0
396,39,Atrasos anteriores,educacao,11760,100<=X<500,4<=X<7,2,masculino solteiro,nao,3,32,nenhum,NULL,1,qualificado,1,1,0,1
745,39,Critico-outros creditos,moveis,14179,"Desconhecido
",4<=X<7,4,masculino solteiro,nao,4,30,nenhum,NULL,2,altamente qualificado/empresario,1,1,0,1
750,15,existentes/pagos,veiculo usado,3029,"<100
",4<=X<7,2,masculino solteiro,nao,2,33,nenhum,NULL,1,qualificado,1,0,0,1
45,48,Critico-outros creditos,veiculo usado,6143,"<100
",NULL,4,feminino div/dep/cas,nao,4,58,loja,de graca,2,NULL,1,0,0,0
95,12,existentes/pagos,veiculo novo,1318,>=1000,NULL,4,masculino solteiro,nao,4,54,nenhum,proria,1,NULL,1,1,0,1
499,18,existentes/pagos,reforma,1301,"<100
",>=7,4,masculino cas/viu,sim,2,32,nenhum,proria,1,NULL,1,0,0,1
505,24,existentes/pagos,veiculo novo,1207,"<100
",<1,4,feminino div/dep/cas,nao,4,24,nenhum,alugada,1,NULL,1,0,0,0
834,24,existentes/pagos,reforma,5084,"Desconhecido
",>=7,2,feminino div/dep/cas,nao,4,42,nenhum,proria,1,NULL,1,1,0,1
234,18,NULL,reforma,866,"<100
",1<=X<4,4,masculino cas/viu,sim,2,25,nenhum,proria,1,nao qualificado,1,0,0,1
474,6,NULL,qualificacao,1238,"Desconhecido
",Desempregado,4,masculino solteiro,nao,4,36,nenhum,proria,1,altamente qualificado/empresario,2,1,0,1
565,24,NULL,abrir negocio,4712,"Desconhecido
",1<=X<4,4,masculino solteiro,nao,2,37,banco,proria,2,altamente qualificado/empresario,1,1,0,1
